customer_id,age,gender,location,Purchase_history,loyality_program,product_purchased,browsing_history,search_queries,social_media_active,email_open_rate,avg_order_value
469,22,Famale,Rural,767,0,A,20,8,2,0.46,189.05
470,21,Male,Rural,613,0,A,11,8,1,0.79,125.79
471,33,Male,Rural,449,0,B,11,5,1,0.03,158.76
472,41,Famale,Urban,780,0,B,6,12,2,0.06,137.83
473,33,Male,Urban,563,0,B,18,1,2,0.07,104.51
474,19,Male,Urban,926,1,C,35,15,2,0.73,146.49
475,45,Male,Rural,936,0,B,45,18,2,0.5,166.58
476,49,Male,Urban,474,0,A,18,6,1,0.37,52.7
477,44,Male,Urban,191,0,B,9,10,0,0.11,73.86
478,37,Famale,Rural,280,0,A,15,14,1,0.73,52.51
479,41,Male,Rural,842,0,A,44,8,1,0.32,95.91
480,29,Male,Urban,400,1,C,9,3,1,0.27,178.16
481,52,Male,Rural,759,0,B,33,19,1,0.65,75.59
482,50,Famale,Rural,891,0,C,15,12,2,0.56,81.15
483,50,Famale,Rural,288,1,B,9,12,0,0.36,173.47
484,54,Famale,Rural,958,0,B,36,15,1,0.64,107.92
485,29,Famale,Urban,961,1,B,40,7,1,0.27,111.74
486,20,Male,Rural,413,1,B,19,4,0,0.79,173.55
487,18,Famale,Urban,592,1,B,23,9,2,0.23,103.2
488,50,Male,Urban,227,1,A,26,16,1,0.16,139.5
489,57,Male,Urban,618,0,A,38,13,2,0.78,26.27
490,27,Famale,Urban,525,0,B,21,4,1,0.71,43.94
491,46,Famale,Rural,658,1,A,16,9,1,0.18,86.83
492,30,Famale,Rural,664,1,C,29,18,0,0.12,104.02
493,29,Famale,Rural,286,0,C,21,15,0,0.84,193.49
494,48,Famale,Urban,649,1,C,14,15,2,0.78,194.42
495,19,Male,Urban,552,1,B,32,6,1,0.33,171.73
496,52,Famale,Urban,570,1,B,22,11,2,0.66,69.96
497,40,Famale,Rural,837,0,A,22,8,0,0.12,193.17
498,34,Famale,Urban,664,1,A,49,17,0,0.51,140.97
499,43,Male,Rural,323,0,A,36,17,0,0.02,84.66
500,25,Famale,Rural,253,0,C,18,18,0,0.39,143.32
501,46,Male,Rural,659,0,C,20,4,0,0.07,13.14
502,43,Famale,Rural,450,1,C,22,15,2,0.48,37.77
503,27,Famale,Urban,246,1,C,20,2,2,0.42,167.64
504,43,Male,Rural,675,0,A,21,2,0,0.44,132.66
505,51,Famale,Urban,448,0,B,11,10,1,0.05,79.2
506,58,Male,Rural,281,0,B,16,3,1,0.36,105.13
507,24,Male,Urban,736,1,C,38,8,1,0.76,181.98
508,21,Male,Urban,278,1,B,14,7,1,0.37,130.0
509,28,Famale,Rural,138,0,B,9,12,1,0.72,85.65
510,46,Famale,Rural,871,0,B,25,19,0,0.37,32.86
511,53,Famale,Rural,993,1,C,7,15,2,0.42,65.81
512,42,Male,Urban,102,0,A,23,14,0,0.56,195.88
513,38,Famale,Rural,163,1,A,49,16,1,0.95,93.1
514,53,Male,Rural,128,1,B,48,14,1,0.11,99.65
515,27,Famale,Urban,471,0,A,39,3,2,0.03,104.73
516,54,Male,Rural,622,0,A,10,18,0,0.61,177.98
517,26,Male,Urban,196,1,C,18,6,2,0.95,124.75
518,41,Male,Rural,969,1,C,8,17,1,0.99,141.8
519,52,Famale,Urban,541,1,B,49,14,1,0.48,83.99
520,52,Male,Urban,302,1,B,22,14,2,0.47,15.53
521,53,Male,Rural,510,1,B,33,13,1,0.64,186.88
522,35,Male,Urban,120,0,C,39,3,0,0.56,190.33
523,56,Male,Rural,650,1,A,42,13,1,0.63,190.34
524,49,Male,Rural,834,1,C,20,2,1,0.87,189.3
525,41,Male,Urban,201,1,C,24,9,0,0.75,164.9
526,40,Famale,Rural,145,0,A,28,13,1,0.5,140.07
527,49,Famale,Urban,165,0,A,39,8,2,0.46,170.46
528,54,Male,Urban,702,1,B,48,16,2,0.64,124.1
529,29,Famale,Urban,263,1,A,23,3,1,0.46,35.53
530,30,Famale,Urban,210,0,A,8,13,0,0.46,84.33
531,40,Male,Urban,437,0,A,37,4,0,0.02,194.55
532,42,Male,Urban,222,0,A,6,18,2,0.17,76.72
533,52,Male,Urban,804,0,B,17,2,1,0.49,174.89
534,58,Famale,Urban,546,1,B,49,15,0,0.82,27.71
535,47,Male,Rural,710,0,A,34,17,0,0.28,73.49
536,34,Famale,Rural,390,1,A,38,10,2,0.52,76.68
537,37,Male,Urban,770,1,B,34,1,2,0.34,19.8
538,42,Famale,Rural,511,0,B,28,6,0,0.1,32.63
539,39,Male,Rural,714,0,A,48,3,2,0.96,46.7
540,30,Male,Rural,996,0,C,37,19,0,0.85,169.18
541,36,Famale,Rural,380,0,B,45,7,1,0.08,22.05
542,53,Famale,Rural,142,1,B,14,13,2,0.72,66.75
543,29,Famale,Rural,585,1,B,22,13,2,0.35,11.93
544,58,Famale,Urban,695,1,A,23,17,1,0.99,142.17
545,36,Famale,Rural,802,0,A,11,1,0,0.3,127.86
546,29,Famale,Rural,150,1,B,23,14,0,0.24,132.55
547,26,Male,Rural,997,0,A,28,3,2,0.57,81.13
548,24,Famale,Rural,309,1,A,19,14,0,0.84,49.57
549,45,Male,Urban,225,0,B,45,1,0,0.19,146.86
550,31,Male,Urban,591,1,A,46,16,1,0.71,164.11
551,48,Famale,Urban,608,1,C,27,10,1,0.06,36.33
552,36,Male,Urban,680,0,A,8,13,1,0.92,102.5
553,33,Famale,Rural,876,1,A,42,4,2,0.08,57.26
554,22,Famale,Urban,357,1,B,8,9,1,0.91,41.94
555,52,Male,Urban,287,0,B,9,14,1,0.49,149.52
556,29,Male,Urban,329,0,C,45,4,0,0.45,112.24
557,42,Famale,Urban,288,0,A,48,10,1,0.97,51.08
558,38,Famale,Rural,514,0,C,27,8,2,0.99,68.9
559,53,Male,Urban,109,0,C,44,3,1,0.65,193.66
560,40,Male,Rural,213,1,B,41,7,2,0.13,171.25
561,33,Male,Urban,175,0,A,15,10,0,0.51,177.19
562,56,Male,Rural,775,1,B,15,3,0,0.53,97.4
563,59,Famale,Rural,601,1,C,17,2,1,0.51,128.52
564,56,Famale,Urban,184,0,C,18,15,0,0.57,81.59
565,31,Famale,Urban,148,1,B,12,9,1,0.02,24.77
566,48,Famale,Urban,594,1,B,29,15,0,0.71,86.2
567,22,Male,Urban,937,0,B,22,17,2,0.71,122.86
568,52,Male,Rural,788,1,B,48,7,0,0.12,64.56
569,40,Famale,Rural,486,0,B,48,18,1,0.57,171.11
570,46,Famale,Urban,488,0,C,22,15,1,0.57,38.71
571,28,Famale,Urban,317,0,B,14,18,1,0.68,79.75
572,35,Famale,Rural,800,1,A,11,12,2,0.09,33.73
573,29,Famale,Urban,445,1,C,48,8,0,0.63,86.92
574,26,Famale,Rural,329,1,C,18,2,1,0.28,17.54
575,27,Famale,Urban,354,1,A,19,2,2,0.51,61.78
576,34,Famale,Rural,335,0,A,20,5,2,0.77,86.14
577,55,Famale,Rural,125,1,C,6,1,2,0.71,100.85
578,24,Male,Rural,683,0,B,34,4,0,0.12,113.3
579,30,Famale,Rural,360,1,C,34,6,0,0.59,62.25
580,57,Male,Rural,865,1,C,22,13,0,0.97,109.38
581,59,Male,Urban,370,1,A,35,19,2,0.16,106.71
582,26,Famale,Rural,222,1,C,48,11,0,0.85,70.07
583,44,Famale,Urban,755,1,B,17,13,1,0.7,167.74
584,19,Male,Rural,356,0,A,24,8,2,0.77,113.67
585,22,Male,Rural,755,1,C,39,7,0,0.28,73.13
586,46,Famale,Urban,520,1,C,27,13,2,0.29,189.99
587,54,Male,Urban,358,1,B,46,1,2,0.91,170.57
588,55,Famale,Urban,146,1,C,37,6,0,0.36,196.69
589,36,Famale,Urban,962,0,C,42,7,2,0.06,141.52
590,25,Famale,Rural,624,1,C,39,16,0,0.6,81.86
591,18,Male,Urban,987,0,C,40,15,0,0.12,63.36
592,39,Male,Rural,307,1,B,24,2,0,0.8,136.03
593,34,Famale,Urban,410,0,C,7,16,2,0.64,196.36
594,24,Male,Urban,846,0,C,12,17,2,0.87,129.08
595,42,Male,Rural,248,0,C,44,15,0,0.78,177.51
596,21,Male,Rural,933,0,A,36,3,2,0.11,72.53
597,53,Male,Urban,537,0,B,33,4,0,0.38,87.32
598,23,Male,Rural,254,1,A,11,12,1,0.77,182.19
599,48,Male,Rural,777,0,A,6,5,2,0.42,153.8
600,36,Male,Rural,189,1,B,25,17,2,0.97,196.47
601,56,Famale,Rural,797,0,A,10,6,1,0.74,157.21
602,44,Male,Rural,929,0,A,32,10,1,0.02,95.22
603,27,Male,Rural,457,1,A,46,18,1,0.88,110.9
604,43,Male,Rural,273,0,B,40,10,0,0.1,181.1
605,36,Male,Rural,316,0,C,36,6,0,0.14,114.81
606,56,Male,Urban,555,0,B,49,6,1,0.73,58.53
607,20,Male,Rural,875,0,B,46,15,0,0.86,92.77
608,30,Male,Urban,708,1,B,13,4,2,0.54,108.1
609,45,Male,Rural,728,0,A,15,16,1,0.29,28.38
610,37,Famale,Rural,298,0,C,27,8,2,0.35,151.31
611,45,Male,Rural,931,1,B,15,7,0,0.34,30.78
612,25,Male,Rural,585,1,B,6,19,1,0.33,86.93
613,58,Male,Urban,632,0,C,7,17,0,0.24,162.88
614,56,Male,Urban,299,0,C,15,13,2,0.61,98.84
615,18,Famale,Rural,470,1,C,39,15,0,0.9,169.98
616,20,Famale,Urban,952,0,A,19,2,2,0.31,74.96
617,30,Famale,Rural,547,1,C,47,10,0,0.19,191.95
618,45,Famale,Rural,347,0,A,15,13,2,0.84,49.8
619,42,Famale,Urban,887,1,B,35,18,0,0.74,17.27
620,50,Famale,Urban,363,1,A,32,11,1,0.93,175.76
621,55,Famale,Rural,157,1,C,32,13,1,0.17,152.92
622,23,Famale,Rural,401,0,A,36,19,0,0.14,54.08
623,49,Famale,Urban,130,0,C,29,5,2,0.54,197.1
624,38,Famale,Rural,597,0,A,24,3,0,0.61,105.43
625,33,Famale,Urban,348,0,B,32,19,1,0.48,190.7
626,38,Famale,Rural,704,1,A,29,13,2,0.6,105.96
627,28,Famale,Rural,876,1,B,15,5,0,0.18,99.66
628,54,Famale,Urban,370,1,C,23,12,0,0.48,95.34
629,53,Famale,Urban,705,0,B,32,14,2,0.66,73.63
630,52,Famale,Urban,765,0,C,5,6,0,0.43,111.4
631,36,Male,Rural,493,0,C,9,9,1,0.68,95.99
632,37,Famale,Rural,896,1,B,14,17,1,0.45,16.98
633,35,Male,Rural,601,0,B,46,8,2,0.33,59.48
634,58,Famale,Rural,691,0,A,38,13,0,0.3,50.49
635,31,Famale,Urban,903,1,A,40,5,0,0.41,174.81
636,32,Male,Rural,183,1,B,6,17,1,0.02,123.79
637,48,Famale,Rural,464,0,B,22,3,2,0.67,155.1
638,18,Male,Rural,985,1,B,17,6,2,0.85,191.8
639,20,Male,Urban,648,0,B,9,14,2,0.35,132.37
640,33,Male,Rural,441,1,C,24,15,1,0.05,196.7
641,40,Famale,Rural,938,1,B,6,14,1,0.99,69.24
642,28,Famale,Urban,506,1,B,15,11,2,0.26,45.39
643,29,Famale,Rural,524,0,B,34,11,2,0.13,86.63
644,27,Male,Rural,843,0,B,36,9,0,0.37,99.45
645,49,Male,Urban,192,0,C,36,6,0,0.74,180.12
646,33,Famale,Rural,947,1,A,42,15,2,0.29,116.39
647,25,Famale,Rural,713,1,A,32,12,1,0.57,65.51
648,55,Famale,Rural,511,1,A,14,6,1,0.42,151.1
649,29,Famale,Urban,531,1,A,26,1,0,0.12,106.11
650,41,Famale,Rural,777,0,A,21,16,2,0.33,40.81
651,45,Male,Rural,258,0,C,26,15,1,0.72,119.6
652,25,Male,Urban,113,0,A,47,2,1,0.61,183.16
653,45,Male,Urban,472,1,C,23,17,1,0.12,170.1
654,53,Famale,Rural,324,1,C,21,3,1,0.16,121.49
655,43,Male,Rural,604,0,A,28,3,0,0.64,81.65
656,25,Male,Rural,172,1,A,40,5,1,0.81,26.53
657,45,Male,Rural,348,0,A,36,17,1,0.35,99.23
658,45,Male,Urban,610,1,B,40,17,2,0.6,152.9
659,54,Male,Rural,702,1,C,32,6,2,0.17,78.45
660,58,Famale,Urban,315,0,A,18,1,0,0.31,54.73
661,53,Male,Urban,701,0,B,40,7,0,0.02,186.96
662,44,Famale,Rural,640,1,C,10,15,0,0.77,166.1
663,34,Famale,Rural,916,0,B,13,7,0,0.4,131.27
664,26,Famale,Urban,319,0,B,25,19,1,0.82,35.99
665,50,Famale,Urban,939,1,A,16,11,2,0.71,37.53
666,37,Famale,Rural,826,1,C,34,14,1,0.83,29.61
667,30,Male,Urban,320,1,B,35,13,1,0.29,127.1
668,45,Male,Rural,488,0,C,44,9,1,0.19,31.96
669,46,Famale,Rural,653,1,A,8,9,2,0.97,170.1
670,30,Famale,Urban,746,1,C,35,16,0,0.72,198.66
671,52,Famale,Urban,141,1,B,31,12,0,0.83,79.61
672,23,Male,Rural,775,1,B,29,10,2,0.01,96.2
673,35,Famale,Urban,972,1,C,9,6,2,0.35,145.22
674,22,Male,Rural,382,0,B,10,18,0,0.74,188.06
675,42,Famale,Rural,157,1,B,9,2,1,0.08,179.88
676,19,Male,Rural,913,1,B,31,9,0,0.57,20.94
677,27,Famale,Urban,933,0,A,12,19,2,0.43,42.12
678,47,Male,Rural,636,1,A,13,6,0,0.02,153.37
679,22,Famale,Rural,172,1,B,19,2,0,0.24,140.89
680,50,Male,Rural,984,0,C,40,15,0,0.28,35.31
681,18,Male,Rural,228,1,A,45,17,2,0.11,105.39
682,35,Male,Rural,698,0,C,11,16,2,0.63,158.35
683,49,Male,Rural,941,1,B,36,8,0,0.24,51.57
684,28,Male,Rural,525,0,B,12,10,0,0.28,175.54
685,38,Male,Rural,764,0,C,19,10,1,0.9,20.06
686,43,Male,Rural,793,1,A,41,18,1,0.47,158.62
687,42,Famale,Rural,224,0,C,23,10,0,0.39,127.01
688,39,Famale,Rural,166,0,C,43,9,2,0.72,69.89
689,44,Famale,Urban,105,1,B,10,19,1,0.91,146.98
690,30,Famale,Rural,736,1,A,23,1,0,0.03,158.65
691,50,Famale,Rural,413,0,C,32,4,1,0.45,187.44
692,51,Male,Rural,425,1,A,21,3,1,0.61,79.88
693,58,Male,Urban,664,0,B,46,10,1,0.32,140.34
694,52,Male,Rural,677,0,A,23,12,2,0.77,124.5
695,18,Male,Urban,925,1,B,35,18,0,0.97,109.79
696,38,Male,Rural,605,1,A,15,6,2,0.94,179.18
697,23,Famale,Rural,181,0,C,19,2,2,0.27,10.6
698,45,Famale,Urban,698,1,B,14,10,1,0.23,63.6
699,34,Famale,Rural,101,1,C,47,2,0,0.96,112.27
700,22,Famale,Urban,303,0,B,27,9,1,0.46,43.88
701,48,Male,Urban,761,0,A,7,10,2,0.21,182.49
702,22,Male,Rural,904,0,A,7,2,2,0.71,133.04
703,55,Male,Rural,503,0,B,22,8,0,0.28,100.8
704,20,Famale,Rural,202,0,B,29,17,2,0.27,164.79
705,40,Male,Rural,635,0,B,47,17,2,0.88,95.67
706,54,Famale,Urban,467,1,A,24,4,0,0.16,116.14
707,54,Male,Urban,311,0,B,33,18,1,0.06,10.52
708,27,Male,Rural,676,1,B,26,12,0,0.27,79.48
709,27,Famale,Urban,308,1,C,19,17,2,0.61,36.37
710,36,Male,Urban,862,0,B,43,9,0,0.12,141.04
711,34,Male,Rural,996,1,C,14,19,1,0.47,101.02
712,38,Famale,Urban,216,0,C,25,14,2,0.63,67.33
713,31,Male,Urban,727,1,C,33,14,1,0.85,98.89
714,26,Famale,Rural,848,0,A,36,17,1,0.23,49.83
715,18,Male,Urban,577,0,C,14,2,0,0.82,185.77
716,30,Male,Rural,204,0,B,17,8,1,0.23,20.25
717,21,Male,Urban,594,0,A,27,5,0,0.68,174.43
718,18,Male,Rural,870,1,A,27,7,0,0.43,107.16
719,57,Male,Urban,145,1,A,35,16,1,0.11,127.6
720,49,Male,Urban,922,1,A,8,16,0,0.71,67.5
721,51,Male,Rural,430,1,A,7,17,0,0.22,193.67
722,45,Male,Rural,315,1,A,25,7,1,0.18,63.55
723,48,Famale,Rural,591,0,A,6,8,2,0.36,121.89
724,25,Famale,Rural,912,0,C,8,8,0,0.65,198.75
725,56,Male,Urban,944,0,B,5,11,0,0.23,177.41
726,43,Male,Urban,548,0,B,19,15,1,0.18,111.9
727,51,Famale,Urban,635,0,C,37,18,0,0.01,198.17
728,20,Male,Rural,610,1,C,10,6,1,0.47,143.26
729,29,Male,Urban,557,0,A,11,12,2,0.43,49.65
730,18,Famale,Urban,646,0,A,23,15,2,0.23,87.06
731,22,Male,Rural,635,1,C,48,6,1,0.05,73.55
732,47,Male,Rural,639,1,A,5,18,2,0.43,75.36
733,47,Famale,Urban,583,0,B,43,9,1,0.79,154.49
734,34,Male,Rural,115,0,B,23,8,0,0.72,121.01
735,40,Male,Urban,670,1,A,49,14,2,0.86,17.24
736,32,Famale,Urban,342,0,A,30,19,0,0.01,176.72
737,54,Male,Rural,306,0,A,48,19,0,0.97,66.39
738,38,Famale,Urban,370,0,B,16,8,1,0.34,199.44
739,31,Male,Rural,860,1,A,26,2,2,0.99,191.3
740,19,Male,Rural,878,0,C,17,4,2,0.25,188.7
741,28,Famale,Urban,804,0,A,32,6,0,0.47,164.11
742,56,Famale,Urban,946,1,C,18,3,0,0.35,51.92
743,55,Male,Urban,829,1,A,26,3,1,0.36,111.2
744,51,Famale,Rural,214,1,A,34,19,2,0.84,52.62
745,55,Famale,Urban,679,0,B,48,11,1,0.75,59.34
746,51,Male,Rural,398,1,C,24,10,1,0.99,126.08
747,35,Male,Rural,936,0,C,48,12,1,0.61,17.76
748,47,Male,Urban,582,1,C,31,14,2,0.46,194.2
749,32,Famale,Rural,496,0,B,42,18,1,0.09,184.55
750,44,Famale,Urban,493,1,C,46,9,2,1.0,82.35
751,51,Famale,Urban,174,0,B,45,15,1,0.55,107.93
752,55,Famale,Urban,581,0,A,38,3,0,0.7,98.56
753,50,Male,Urban,202,1,A,43,11,1,0.41,177.62
754,41,Famale,Urban,396,1,C,45,10,1,0.55,140.83
755,32,Male,Urban,277,0,A,48,18,2,0.94,62.84
756,47,Famale,Urban,314,1,A,41,4,0,0.17,94.9
757,59,Male,Rural,414,0,C,5,13,0,0.29,91.5
758,34,Male,Urban,138,1,A,19,6,2,0.15,192.27
759,22,Male,Rural,358,1,C,36,13,2,0.79,43.31
760,46,Famale,Rural,815,0,C,12,5,0,0.06,27.02
761,21,Male,Rural,106,1,A,37,14,2,0.08,177.32
762,27,Male,Urban,148,1,A,22,13,0,0.3,180.37
763,34,Famale,Rural,637,0,A,49,14,1,0.51,175.63
764,27,Male,Rural,260,0,A,33,8,1,0.41,107.09
765,34,Famale,Urban,968,1,A,36,16,0,0.04,135.35
766,37,Famale,Urban,275,0,B,37,13,0,0.96,117.04
767,41,Male,Rural,690,1,A,9,15,1,0.95,23.2
768,22,Male,Urban,101,1,B,22,19,1,0.28,123.21
769,51,Famale,Urban,994,0,C,14,1,0,0.73,12.59
770,23,Male,Urban,554,0,A,40,2,2,0.58,71.75
771,19,Famale,Urban,743,0,A,37,18,2,0.24,187.14
772,30,Famale,Rural,375,0,A,27,19,0,0.26,67.77
773,28,Famale,Urban,597,0,C,44,8,2,0.49,188.57
774,40,Male,Urban,728,0,B,9,3,1,0.42,57.53
775,33,Famale,Urban,775,1,B,38,14,1,0.29,69.77
776,48,Male,Rural,899,1,A,28,9,2,0.81,129.4
777,28,Male,Rural,127,0,A,21,8,0,0.48,154.71
778,33,Male,Urban,432,1,A,35,17,1,0.65,105.26
779,25,Male,Urban,100,1,A,11,16,1,0.19,177.6
780,21,Famale,Rural,287,1,C,21,10,1,0.53,17.65
781,57,Male,Urban,155,1,A,32,10,2,0.32,185.22
782,21,Famale,Urban,646,0,C,42,6,0,0.53,47.3
783,42,Famale,Rural,211,1,A,26,17,2,0.78,178.01
784,20,Male,Urban,897,1,B,19,16,0,0.77,86.16
785,49,Famale,Urban,409,0,B,41,15,0,0.35,168.22
786,20,Famale,Rural,135,0,A,19,14,2,0.69,137.62
787,44,Male,Rural,538,0,A,29,4,1,0.94,43.43
788,46,Famale,Urban,828,0,C,25,4,0,0.63,184.43
789,49,Famale,Rural,691,1,A,42,2,2,0.15,56.65
790,36,Famale,Urban,925,0,A,6,11,1,0.68,56.39
791,38,Famale,Urban,694,1,A,31,4,0,0.1,164.69
792,22,Male,Urban,676,1,B,36,16,0,0.87,30.12
793,35,Famale,Rural,424,0,C,25,4,1,0.52,52.19
794,45,Famale,Rural,739,0,B,8,1,0,0.39,105.7
795,59,Famale,Urban,406,0,C,48,19,2,0.06,167.79
796,39,Famale,Urban,633,0,B,23,2,0,0.38,38.02
797,38,Male,Rural,827,0,A,6,9,0,0.9,114.06
798,23,Famale,Rural,718,0,B,30,13,1,0.02,145.14
799,18,Male,Rural,208,1,B,38,18,2,0.47,173.51
800,22,Famale,Urban,471,1,C,18,16,1,0.93,187.76
801,58,Male,Rural,456,1,C,19,16,2,0.39,159.08
802,29,Male,Rural,280,1,B,24,10,1,0.43,134.04
803,43,Male,Urban,455,0,C,38,9,0,0.58,92.39
804,51,Male,Urban,775,0,C,40,11,2,0.46,31.3
805,31,Male,Urban,167,1,C,23,4,2,0.17,144.85
806,43,Famale,Rural,391,1,C,13,10,0,0.02,198.62
807,44,Famale,Urban,791,1,C,11,3,1,0.61,149.98
808,26,Famale,Urban,280,0,B,34,6,2,0.92,13.18
809,43,Male,Urban,565,0,C,17,3,0,0.11,104.29
810,39,Famale,Urban,533,0,A,31,9,0,0.21,126.78
811,47,Male,Rural,563,1,B,48,3,2,0.37,141.04
812,34,Male,Urban,780,1,B,39,18,2,0.81,146.75
813,43,Famale,Rural,633,0,B,17,8,2,0.27,116.04
814,53,Famale,Rural,165,0,C,19,8,0,0.88,52.44
815,18,Male,Rural,120,1,A,13,15,1,0.05,189.02
816,25,Male,Urban,711,1,C,49,13,1,0.94,142.37
817,52,Famale,Rural,483,0,B,27,7,2,0.56,55.0
818,32,Famale,Urban,911,1,B,40,19,0,0.66,71.24
819,39,Famale,Urban,714,0,B,44,8,0,0.37,185.17
820,31,Famale,Urban,658,0,B,7,10,2,0.78,178.62
821,43,Male,Rural,138,1,C,38,17,0,0.17,86.98
822,45,Famale,Urban,384,1,A,23,1,0,0.05,17.28
823,40,Famale,Urban,921,1,A,32,13,0,0.4,19.21
824,31,Famale,Urban,701,0,B,27,13,2,0.85,63.94
825,41,Male,Rural,696,1,A,44,16,2,0.75,129.53
826,19,Male,Rural,884,1,B,49,9,2,0.52,121.0
827,43,Male,Rural,435,0,B,11,10,1,0.57,130.43
828,31,Male,Urban,287,0,A,45,6,1,0.13,146.28
829,24,Famale,Rural,770,1,B,16,5,2,0.84,13.62
830,20,Male,Urban,342,0,A,18,2,0,0.79,29.97
831,40,Famale,Urban,172,0,B,19,11,0,0.66,78.3
832,35,Famale,Rural,578,0,A,7,9,2,0.47,39.42
833,55,Famale,Urban,660,1,B,19,6,0,0.96,24.31
834,52,Famale,Rural,200,1,A,28,8,0,0.88,131.78
835,32,Male,Urban,613,0,B,12,9,1,0.64,164.91
836,42,Male,Rural,855,0,B,9,9,0,0.37,153.0
837,54,Male,Urban,275,0,B,8,8,0,0.62,165.24
838,45,Famale,Urban,337,1,A,18,12,2,0.58,136.51
839,27,Famale,Urban,158,0,C,20,8,1,0.39,149.72
840,56,Famale,Urban,964,0,B,24,3,1,0.31,61.64
841,34,Famale,Urban,198,1,B,28,13,0,0.41,198.67
842,56,Famale,Rural,970,0,A,10,19,2,0.57,44.8
843,39,Male,Urban,594,1,B,35,2,1,0.43,50.75
844,43,Famale,Rural,613,1,B,10,17,1,0.26,64.9
845,42,Male,Rural,854,1,B,39,16,0,0.76,195.31
846,34,Famale,Rural,396,0,B,19,4,1,0.53,197.77
847,30,Famale,Urban,310,0,C,33,18,2,0.07,161.03
848,37,Male,Urban,222,1,C,7,14,2,0.37,129.52
849,42,Male,Urban,328,0,B,15,2,1,0.88,108.81
850,21,Famale,Rural,693,1,B,7,13,2,0.76,194.42
851,27,Famale,Urban,755,0,B,32,17,2,0.32,142.17
852,20,Famale,Urban,487,1,C,14,15,0,0.94,189.5
853,58,Famale,Rural,239,1,C,37,5,1,0.08,70.14
854,35,Male,Rural,640,0,A,20,7,1,0.96,73.42
855,53,Famale,Rural,490,0,A,14,18,0,0.25,172.4
856,39,Male,Rural,369,0,B,37,11,0,0.01,38.47
857,51,Famale,Rural,858,0,B,40,18,0,0.43,189.73
858,25,Male,Rural,111,1,C,7,5,0,0.36,106.42
859,57,Male,Urban,966,1,B,9,13,2,0.54,186.02
860,36,Famale,Rural,488,0,B,16,18,2,0.8,73.99
861,59,Male,Urban,436,0,C,48,2,0,0.84,146.03
862,58,Famale,Urban,605,1,C,17,4,1,0.4,101.75
863,54,Male,Urban,205,0,C,28,13,1,0.43,129.09
864,23,Famale,Rural,131,0,C,48,16,1,0.15,105.83
865,43,Male,Urban,173,0,A,36,6,0,0.05,193.75
866,51,Famale,Rural,270,0,C,20,8,2,0.64,141.5
867,23,Famale,Rural,948,1,C,36,16,2,0.06,57.75
868,54,Male,Urban,168,1,B,49,13,2,0.73,182.84
869,50,Male,Rural,912,0,B,41,4,2,0.54,65.87
870,39,Male,Urban,461,1,B,40,2,1,0.2,80.6
871,38,Male,Urban,748,0,A,25,9,1,0.54,29.4
872,23,Famale,Rural,532,0,C,16,18,2,0.18,180.99
873,23,Male,Urban,199,0,C,25,17,0,0.44,64.36
874,21,Famale,Urban,757,1,A,25,8,2,0.8,59.19
875,47,Male,Urban,108,1,C,47,15,2,0.46,184.85
876,28,Famale,Rural,673,1,B,10,9,0,0.15,163.05
877,47,Famale,Urban,796,1,A,13,17,2,0.72,36.8
878,48,Famale,Rural,128,1,C,5,2,1,0.19,156.17
879,41,Famale,Rural,992,0,A,16,6,0,0.74,183.48
880,26,Male,Urban,213,0,A,18,5,0,0.48,24.92
881,20,Male,Urban,561,1,C,10,17,2,0.45,166.79
882,48,Famale,Rural,242,1,B,5,2,1,0.85,114.01
883,57,Male,Rural,489,1,C,26,18,1,0.71,137.15
884,54,Male,Urban,731,0,C,38,10,1,0.03,103.64
885,53,Famale,Urban,781,1,B,15,10,2,0.3,142.58
886,41,Male,Rural,256,0,C,7,6,2,0.87,16.48
887,48,Male,Rural,434,0,C,46,12,1,0.02,154.91
888,23,Male,Rural,960,1,C,10,17,2,0.55,16.34
889,19,Famale,Rural,359,0,A,10,13,1,0.73,96.51
890,37,Male,Rural,181,0,A,24,16,2,0.62,38.68
891,45,Famale,Urban,853,1,A,25,10,0,0.76,166.48
892,28,Male,Rural,540,0,C,6,2,0,0.73,69.6
893,21,Male,Rural,271,1,B,30,2,2,0.69,96.28
894,32,Male,Urban,330,0,A,35,7,2,0.82,91.46
895,23,Famale,Urban,819,1,B,30,6,1,0.65,156.78
896,47,Famale,Rural,174,1,C,36,1,0,0.4,101.42
897,55,Male,Rural,369,0,A,14,12,1,0.47,159.9
898,19,Famale,Urban,998,1,C,27,13,2,0.72,23.97
899,32,Male,Rural,725,0,B,10,12,1,0.88,46.4
900,28,Famale,Rural,161,0,A,27,19,1,0.27,114.79
901,25,Famale,Urban,973,1,A,32,9,2,0.34,189.95
902,43,Male,Rural,419,0,A,34,10,0,0.93,24.2
903,22,Male,Urban,201,1,A,18,17,1,0.58,18.19
904,23,Male,Urban,528,0,B,41,18,2,0.18,39.74
905,43,Male,Urban,973,0,A,36,8,1,0.66,131.82
906,21,Famale,Urban,821,1,C,38,7,2,0.99,85.81
907,36,Famale,Rural,354,0,A,45,9,2,0.82,166.85
908,37,Famale,Urban,631,0,B,48,10,2,0.75,23.67
909,50,Male,Rural,669,0,A,26,12,0,0.21,47.32
910,37,Male,Rural,211,0,B,35,15,0,0.88,67.01
